번호,관리번호,지정일자,해제일자,운영상태,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
7101,3650000-S200700001,2007-03-28,,사용중,대흥동 참좋은아파트,공공용시설,"대전광역시 중구 대종로 425 (대흥동, 동건참좋은아파트)",대전광역시 중구 대흥동 402번지 1호,34934,지하,8173,9906,2022-01-17 17:52,I,2023-07-28 1:14,36,19,22.67,127,25,43.72,36.32286161,127.4290142,993628.3977,1813946.81
7102,3650000-S200700002,2007-03-28,,사용중,대흥동 듀오빌아파트,공공용시설,"대전광역시 중구 보문로230번길 32 (대흥동, 듀오빌아파트)",대전광역시 중구 대흥동 447번지 2호,34918,지하,1519,1841,2022-01-17 17:52,I,2023-07-28 1:14,36,19,24.77,127,25,29.06,36.3236264,127.4246429,993236.098,1814031.938
7103,3650000-S200700003,2007-03-28,,사용중,탑스빌아파트,공공용시설,"대전광역시 중구 대흥로 115 (대흥동, 대흥탑스빌)",대전광역시 중구 대흥동 447번지 4호,34918,지하,535.54,649,2022-01-17 17:52,I,2023-07-28 1:14,36,19,24.72,127,25,30.07,36.32346881,127.4250462,993272.2878,1814014.43
7104,3650000-S200700004,2008-04-02,,사용중,중구청역,공공용시설,"대전광역시 중구 중앙로 지하 71, 중구청역 (선화동)",대전광역시 중구 선화동 383 중구청역,34866,지하,9749,11816,2022-01-17 17:51,I,2023-07-28 1:14,36,19,29.35,127,25,10.7,36.32485746,127.4195844,992782.1763,1814168.853
7105,3650000-S200800001,2008-04-15,,사용중,푸른뫼아파트 101동,공공용시설,"대전광역시 중구 수침로 122 (태평동, 푸른뫼아파트)",대전광역시 중구 태평동 254번지 4호,34876,지하,2866.95,3475,2022-11-15 17:06,I,2023-07-28 1:14,36,19,48.5,127,23,56.05,36.33019673,127.3985755,990897.1091,1814762.862
7106,3650000-S200800002,2008-04-15,,사용중,유등마을아파트 101동,공공용시설,"대전광역시 중구 수침로 138 (태평동, 유등마을아파트)",대전광역시 중구 태평동 253번지 1호,34875,지하,4229.4,5126,2022-11-15 17:25,I,2023-07-28 1:14,36,19,59.44,127,23,55.57,36.33159809,127.3979782,990843.6648,1814918.358
7107,3650000-S200800003,2008-04-15,,사용중,태평아파트 101동,공공용시설,"대전광역시 중구 평촌로 111 (태평동, 태평아파트)",대전광역시 중구 태평동 317번지,34895,지하,5213.6,6319,2022-11-15 16:54,I,2023-07-28 1:14,36,19,24.65,127,23,55.14,36.3231114,127.3990076,990935.0704,1813976.912
7108,3650000-S200800004,2008-04-28,,사용중,루이스호텔,공공용시설,대전광역시 중구 대종로386번길 53 (문창동),대전광역시 중구 문창동 44번지 4호,34930,지하,333.66,404,2023-06-13 12:33,I,2023-07-28 1:14,36,19,15.27,127,26,0.78,36.32096634,127.4336354,994043.045,1813736.291
7109,3650000-S200800005,2008-04-28,,사용중,대흥동 현대아파트 1차 지하실 1층,공공용시설,"대전광역시 중구 대흥로 176-15 (대흥동, 현대아파트)",대전광역시 중구 대흥동 22번지 9호,34929,지하,2584,3132,2023-06-21 11:28,I,2023-07-28 1:14,36,19,28.49,127,25,52.93,36.32458074,127.4313688,993839.8771,1814137.345
7110,3650000-S200800006,2008-04-28,,사용중,대흥동 현대아파트 2차 지하주차장 1층,공공용시설,대전광역시 중구 보문로162번길 23 (대흥동),대전광역시 중구 대흥동 106번지 48호,34938,지하,1143,1385,2023-06-21 11:28,I,2023-07-28 1:14,36,19,6.03,127,25,36.54,36.31834778,127.4267649,993426.1282,1813446.284
7111,3650000-S200800007,2008-04-02,,사용중,미르마을아파트 104동,공공용시설,"대전광역시 중구 선화로22번길 25 (용두동, 미르마을아파트)",대전광역시 중구 용두동 39번지,34859,지하,4229.81,5127,2023-09-26 13:23,U,2023-09-28 2:40,36,19,30.36,127,24,45.72,36.32509935,127.4127007,992164.3409,1814196.22
7112,3650000-S200800008,2008-04-02,,사용중,오룡역,공공용시설,"대전광역시 중구 계룡로 지하 793 (오류동, 오룡역)",대전광역시 중구 오류동 195번지,34873,지하,7542,9141,2022-11-22 20:14,I,2023-07-28 1:14,36,19,43.32,127,24,17.96,36.32859932,127.4050734,991480.1241,1814585.084
7113,3650000-S200800009,2008-07-04,,사용중,문화마을금호어울림아파트,공공용시설,"대전광역시 중구 계백로1716번길 40 (문화동, 문화마을금호어울림아파트)",대전광역시 중구 문화동 1번지 43호,34957,지하,6299,7635,2021-10-18 15:24,I,2023-07-28 1:14,36,19,10.63,127,24,31.94,36.31996907,127.4105819,991973.64,1813627.34
7114,3650000-S200800010,2008-07-04,,사용중,센트럴파크아파트 2단지,공공용시설,"대전광역시 중구 서문로 96 (문화동, 센트럴파크2단지아파트(전동 지하주차장))",대전광역시 중구 문화동 1번지 253호,34962,지하,8726,10576,2021-10-18 15:21,I,2023-07-28 1:14,36,19,1.85,127,24,38.73,36.31682014,127.4074973,991696.4273,1813278.319
7115,3650000-S200800011,2008-10-13,,사용중,쌍용예가아파트,공공용시설,"대전광역시 중구 평촌로 93 (태평동, 쌍용예가아파트)",대전광역시 중구 태평동 554번지,34896,지하,22000,26666,2022-11-15 17:05,I,2023-07-28 1:14,36,19,24.66,127,23,48.86,36.32263681,127.397127,990766.2165,1813924.447
7116,3650000-S200800012,2008-07-31,,사용중,"목양마을아파트 101,102동",공공용시설,"대전광역시 중구 목동로 37 (목동, 목양마을아파트)",대전광역시 중구 목동 24번지,34818,지하,3933,4767,2023-06-16 13:40,I,2023-07-28 1:14,36,20,3.01,127,24,26.17,36.33416929,127.4072695,991677.8216,1815202.719
7117,3650000-S200800013,2008-07-31,,사용중,금호한사랑아파트,공공용시설,"대전광역시 중구 동서대로 1388 (목동, 금호한사랑아파트)",대전광역시 중구 목동 111번지 12호,34849,지하,4253.6,5155,2023-03-02 13:25,I,2023-07-28 1:14,36,19,57.41,127,24,42.45,36.33261259,127.4117922,992083.5604,1815029.668
7118,3650000-S200800014,2008-04-30,,사용중,남대전종합시장,공공용시설,"대전광역시 중구 대종로316번길 19 (부사동, 남대전종합시장아이비)",대전광역시 중구 부사동 101번지 1호,35032,지하,3645.92,4419,2023-09-14 16:25,U,2023-09-16 2:40,36,18,52.31,127,26,6.59,36.31434871,127.435394,994200.4073,1813002.154
7119,3650000-S200800016,2008-03-18,,사용중,창조아파트,공공용시설,"대전광역시 중구 부용로 15 (부사동, 창조아파트)",대전광역시 중구 부사동 298번지 11호,35047,지하,656.8,796,2023-09-14 16:30,U,2023-09-16 2:40,36,18,43.98,127,25,53,36.31223802,127.4313771,993839.6487,1812768.283
7120,3650000-S200900001,2008-08-05,,사용중,대자연아파트 지하주차장,공공용시설,"대전광역시 중구 보문산로 375 (대사동, 대자연아파트)",대전광역시 중구 대사동 640번지 7호,35016,지하,3807.5,4615,2023-06-13 12:38,I,2023-07-28 1:14,36,18,55.82,127,25,0.51,36.31525205,127.4170146,992550.6066,1813103.61
7121,3650000-S201000002,2008-07-07,,사용중,우남스타원 아파트,공공용시설,"대전광역시 중구 안영로 68 (사정동, 성산마을우남스타원아파트(104,108동 앞 지하주차장))",대전광역시 중구 사정동 487번지,35082,지하,25832,31311,2023-07-02 7:33,I,2023-07-28 1:14,36,17,40.2,127,22,55.33,36.29450107,127.3820364,989407.8894,1810805.165
7122,3650000-S201000003,2010-06-09,,사용중,애플릿타워,공공용시설,대전광역시 중구 계백로 1580 (유천동),대전광역시 중구 유천동 305번지 13호,34974,지하,338.2,409,2023-07-26 10:55,U,2023-08-02 2:40,36,19,3.73,127,23,44.34,36.31775204,127.3955489,990623.9751,1813382.778
7123,3650000-S201000004,2010-06-09,,사용중,큰솔아파트 제102동,공공용시설,대전광역시 중구 대둔산로 503 (유천동),대전광역시 중구 유천동 341번지 31호,34987,지하,5245,6357,2023-06-21 10:50,I,2023-07-28 1:14,36,18,49.9,127,23,21.07,36.31394877,127.3893052,990063.0324,1812961.54
7124,3650000-S201000005,2010-06-09,,사용중,유등탑스빌,공공용시설,"대전광역시 중구 유천로33번길 106 (유천동, 유등탑스빌)",대전광역시 중구 유천동 331번지 10호,34977,지하,1982.7,2403,2023-06-21 10:48,I,2023-07-28 1:14,36,18,51.87,127,23,33.82,36.31424137,127.3927838,990375.3406,1812993.643
7125,3650000-S201000006,2010-09-07,,사용중,한밭우성아파트,공공용시설,"대전광역시 중구 서문로 32 (문화동, 한밭우성아파트)",대전광역시 중구 문화동 141번지,35018,지하,10213.8,12380,2021-10-18 15:23,I,2023-07-28 1:14,36,18,41.27,127,24,32.69,36.31120459,127.408459,991782.164,1812655.357
7126,3650000-S201000007,2010-06-11,,사용중,산성 경성공원아파트,공공용시설,대전광역시 중구 보문산로141번길 11 (산성동),대전광역시 중구 산성동 330번지 3호,35014,지하,5024,6089,2023-07-02 7:31,I,2023-07-28 1:14,36,18,21.03,127,23,44.02,36.30591351,127.3959161,990655.5236,1812069.607
7127,3650000-S201000008,2008-04-02,,사용중,서대전네거리역,공공용시설,"대전광역시 중구 계룡로 지하 889 (용두동, 서대전네거리역)",대전광역시 중구 용두동 155번지,34870,지하,10970,13296,2021-10-18 13:47,I,2023-07-28 1:14,36,19,20.82,127,24,45.08,36.32248296,127.4125186,992147.7315,1813906.023
7128,3650000-S201000009,2010-12-14,,사용중,한밭체육관,공공용시설,"대전광역시 중구 대종로 373, 한밭체육관 (부사동)",대전광역시 중구 부사동 209-1 한밭체육관,35021,지하,13385,16224,2023-09-14 16:31,U,2023-09-16 2:40,36,19,6.76,127,25,51.63,36.31854556,127.4310082,993807.0374,1813467.942
7129,3650000-S201000010,2010-12-01,,사용중,더샵아파트,공공용시설,"대전광역시 중구 목동로22번길 16 (목동, 목동더샵)",대전광역시 중구 목동 360번지,34817,지하,24610.5,29830,2023-06-21 11:39,I,2023-07-28 1:14,36,20,0.66,127,24,33.6,36.33351751,127.4093331,991862.9557,1815130.247
7130,3650000-S201100001,2011-01-04,,사용중,평제빌딩,공공용시설,"대전광역시 중구 대종로 626 (중촌동, 평제빌딩)",대전광역시 중구 중촌동 391번지 8호,34804,지하,253,306,2021-09-10 11:38,I,2023-07-28 1:14,36,20,13.6,127,24,56.78,36.33707931,127.4156641,992431.4835,1815524.81
7131,3650000-S201100002,2011-01-04,,사용중,금호아파트 (전동지하),공공용시설,"대전광역시 중구 대종로 713 (중촌동, 금호아파트)",대전광역시 중구 중촌동 10번지 2호,34806,지하,4442,5384,2023-06-21 14:25,I,2023-07-28 1:14,36,20,29.66,127,24,25.06,36.34227814,127.4084521,991784.8068,1816102.058
7132,3650000-S201100003,2011-01-04,,사용중,중촌동 현대아파트 (전동지하),공공용시설,"대전광역시 중구 목중로26번길 29 (중촌동, 현대아파트)",대전광역시 중구 중촌동 16번지 1호,34812,지하,7192,8717,2023-06-21 14:25,I,2023-07-28 1:14,36,20,14.15,127,24,41.09,36.33708809,127.4121869,992119.4339,1815526.062
7133,3650000-S201100005,2011-01-04,,사용중,주공아파트 2단지 (전동지하),공공용시설,"대전광역시 중구 대전천서로 695 (중촌동, 주공아파트2단지)",대전광역시 중구 중촌동 128번지 1호,34802,지하,2677,3244,2023-06-21 14:25,I,2023-07-28 1:14,36,20,37.93,127,24,36.67,36.34428313,127.4113584,992045.8081,1816324.211
7134,3650000-S201100006,2011-01-04,,사용중,주공아파트 3단지 (지하주차장),공공용시설,"대전광역시 중구 목중로 69 (중촌동, 주공아파트3단지)",대전광역시 중구 중촌동 283번지,34809,지하,16848,20421,2023-06-21 14:25,I,2023-07-28 1:14,36,20,18.63,127,24,23.08,36.33888558,127.407496,991698.6476,1815725.834
7135,3650000-S201100007,2011-08-26,,사용중,대석침례교회 구관 지하 1층,공공용시설,대전광역시 중구 대종로 175(석교동),대전광역시 중구 석교동 88-1,35063,지하,244.9,296,2023-06-21 11:13,I,2023-07-28 1:14,36,18,24.55,127,26,49.66,36.3068182,127.447127,995253.2093,1812166.226
7136,3650000-S201100008,2011-08-26,,사용중,대석침례교회 신관 지하 1층,공공용시설,대전광역시 중구 대종로 175-0 (석교동),대전광역시 중구 석교동 88번지 1호,35063,지하,172.2,208,2023-06-21 11:13,I,2023-07-28 1:14,36,18,24.55,127,26,49.66,36.3068182,127.447127,995253.2093,1812166.226
7137,3650000-S201100009,2011-08-26,,사용중,황제장어나라 지하주차장 1층,공공용시설,대전광역시 중구 대종로 159 (호동),대전광역시 중구 호동 11-2,35065,지하,555.1,672,2023-06-13 11:18,I,2023-07-28 1:14,36,18,20.84,127,26,53.27,36.30582867,127.448215,995350.827,1812056.415
7138,3650000-S201100010,2011-08-26,,사용중,충일성결교회 지하 1층,공공용시설,대전광역시 중구 대종로 76 (옥계동),대전광역시 중구 옥계동 42번지 10호,35040,지하,453,549,2023-06-21 11:14,I,2023-07-28 1:14,36,17,59.5,127,27,14.16,36.2998618,127.453932,995863.7778,1811394.308
7139,3650000-S201300001,2013-04-04,,사용중,선화동 센트럴뷰아파트,공공용시설,"대전광역시 중구 중앙로 45 (선화동, 센트럴뷰아파트)",대전광역시 중구 선화동 877번지,34867,지하,22141.57,26838,2023-06-13 16:21,I,2023-07-28 1:14,36,19,24.38,127,25,1.6,36.32343847,127.4171121,992560.1339,1814011.646
7140,3650000-S201300002,2013-05-24,,사용중,극동아파트 102동 지하주차장,공공용시설,"대전광역시 중구 송리로 6 (문화동, 극동아파트(102동 지하주차장))",대전광역시 중구 문화동 584번지 4호,35007,지하,3478.85,4216,2021-11-01 11:31,I,2023-07-28 1:14,36,18,22.89,127,24,10.23,36.30638696,127.4016435,991169.7815,1812121.585
7141,3650000-S201700001,2017-06-28,,사용중,"목양마을아파트 103~105,107,108,110동",공공용시설,"대전광역시 중구 목동로 37 (목동, 목양마을아파트)",대전광역시 중구 목동 24번지,34818,지하,10,12,2023-06-16 13:41,I,2023-07-28 1:14,36,20,5.68,127,24,23.19,36.33416929,127.4072695,991677.8216,1815202.719
7142,3650000-S201700002,2017-06-28,,사용중,"목양마을아파트 106,109,111~113동",공공용시설,"대전광역시 중구 목동로 37 (목동, 목양마을아파트)",대전광역시 중구 목동 24번지,34818,지하,15375,18636,2023-06-16 13:45,I,2023-07-28 1:14,36,20,3.01,127,24,26.17,36.33416929,127.4072695,991677.8216,1815202.719
7143,3650000-S201700003,2017-06-28,,사용중,목양마을아파트 114동,공공용시설,"대전광역시 중구 목동로 37 (목동, 목양마을아파트)",대전광역시 중구 목동 24번지,34818,지하,2924,3544,2023-06-21 11:15,I,2023-07-28 1:14,36,20,3.01,127,24,26.17,36.33416929,127.4072695,991677.8216,1815202.719
7144,3650000-S201700004,2017-06-28,,사용중,목양마을아파트 115~117동,공공용시설,"대전광역시 중구 목동로 37 (목동, 목양마을아파트)",대전광역시 중구 목동 24번지,34818,지하,2502,3032,2023-06-16 13:46,I,2023-07-28 1:14,36,20,3.01,127,24,26.17,36.33416929,127.4072695,991677.8216,1815202.719
7145,3650000-S201700005,2017-06-28,,사용중,미르마을아파트 109동,공공용시설,"대전광역시 중구 선화로22번길 25 (용두동, 미르마을아파트)",대전광역시 중구 용두동 39번지,34859,지하,666.6,808,2023-09-26 13:22,U,2023-09-28 2:40,36,19,26.52,127,24,54.25,36.32509935,127.4127007,992164.3409,1814196.22
7146,3650000-S201700006,2017-06-28,,사용중,미르마을아파트 111동,공공용시설,"대전광역시 중구 선화로22번길 25 (용두동, 미르마을아파트)",대전광역시 중구 용두동 39번지,34859,지하,1590.54,1927,2023-09-26 13:23,U,2023-09-28 2:40,36,19,30.36,127,24,45.72,36.32509935,127.4127007,992164.3409,1814196.22
7147,3650000-S201700007,2017-06-28,,사용중,푸른뫼아파트 103동,공공용시설,"대전광역시 중구 수침로 122 (태평동, 푸른뫼아파트)",대전광역시 중구 태평동 254번지 4호,34876,지하,2866.95,3475,2022-11-15 17:10,I,2023-07-28 1:14,36,19,45.08,127,23,57.38,36.33019673,127.3985755,990897.1091,1814762.862
7148,3650000-S201700008,2017-06-28,,사용중,푸른뫼아파트 105동,공공용시설,"대전광역시 중구 수침로 122 (태평동, 푸른뫼아파트)",대전광역시 중구 태평동 254번지 4호,34876,지하,3184.27,3859,2022-11-15 17:11,I,2023-07-28 1:14,36,19,46.35,127,23,58.19,36.33019673,127.3985755,990897.1091,1814762.862
7149,3650000-S201700009,2017-06-28,,사용중,푸른뫼아파트 107동,공공용시설,"대전광역시 중구 수침로 122 (태평동, 푸른뫼아파트)",대전광역시 중구 태평동 254번지 4호,34876,지하,3285.16,3982,2023-06-14 9:39,I,2023-07-28 1:14,36,19,47.86,127,23,57.57,36.33019673,127.3985755,990897.1091,1814762.862
7150,3650000-S201700010,2017-06-28,,사용중,유등마을아파트 104동,공공용시설,"대전광역시 중구 수침로 138 (태평동, 유등마을아파트)",대전광역시 중구 태평동 253번지 1호,34875,지하,5426.4,6577,2022-11-15 17:23,I,2023-07-28 1:14,36,19,56.05,127,23,54.77,36.33159809,127.3979782,990843.6648,1814918.358
7151,3650000-S201700011,2017-06-28,,사용중,유등마을아파트 106동,공공용시설,"대전광역시 중구 수침로 138 (태평동, 유등마을아파트)",대전광역시 중구 태평동 253번지 1호,34875,지하,4229.4,5126,2022-11-15 17:24,I,2023-07-28 1:14,36,19,53.81,127,23,55.58,36.33159809,127.3979782,990843.6648,1814918.358
7152,3650000-S201700012,2017-06-28,,사용중,유등마을아파트 108동,공공용시설,"대전광역시 중구 수침로 138 (태평동, 유등마을아파트)",대전광역시 중구 태평동 253번지 1호,34875,지하,3830.4,4642,2022-11-15 17:25,I,2023-07-28 1:14,36,19,52.02,127,23,56.34,36.33159809,127.3979782,990843.6648,1814918.358
7153,3650000-S201700013,2017-06-28,,사용중,유등마을아파트 110동,공공용시설,"대전광역시 중구 수침로 138 (태평동, 유등마을아파트)",대전광역시 중구 태평동 253번지 1호,34875,지하,1252.8,1518,2022-11-15 17:27,I,2023-07-28 1:14,36,19,54.68,127,23,53.48,36.33159809,127.3979782,990843.6648,1814918.358
7154,3650000-S201700014,2017-06-28,,사용중,유등마을아파트 111동,공공용시설,"대전광역시 중구 수침로 138 (태평동, 유등마을아파트)",대전광역시 중구 태평동 253번지 1호,34875,지하,2114.7,2563,2022-11-15 17:28,I,2023-07-28 1:14,36,19,52.66,127,23,54.41,36.33159809,127.3979782,990843.6648,1814918.358
7155,3650000-S201700015,2017-06-28,,사용중,유등마을아파트 112동,공공용시설,"대전광역시 중구 수침로 138 (태평동, 유등마을아파트)",대전광역시 중구 태평동 253번지 1호,34875,지하,2114.7,2563,2022-11-15 17:29,I,2023-07-28 1:14,36,19,50.66,127,23,55.08,36.33159809,127.3979782,990843.6648,1814918.358
7156,3650000-S201700016,2017-06-28,,사용중,태평아파트 103동,공공용시설,"대전광역시 중구 평촌로 111 (태평동, 태평아파트)",대전광역시 중구 태평동 317번지,34895,지하,3630.24,4400,2022-11-15 16:56,I,2023-07-28 1:14,36,19,28.43,127,23,53.86,36.3231114,127.3990076,990935.0704,1813976.912
7157,3650000-S201700017,2017-06-28,,사용중,태평아파트 104동,공공용시설,"대전광역시 중구 평촌로 111 (태평동, 태평아파트)",대전광역시 중구 태평동 317번지,34895,지하,6881,8340,2023-06-14 9:39,I,2023-07-28 1:14,36,19,27.15,127,23,56.7,36.3231114,127.3990076,990935.0704,1813976.912
7158,3650000-S201700018,2017-06-28,,사용중,태평아파트 106동,공공용시설,"대전광역시 중구 평촌로 111 (태평동, 태평아파트)",대전광역시 중구 태평동 317번지,34895,지하,2408.5,2919,2023-06-14 9:38,I,2023-07-28 1:14,36,19,23.79,127,23,57.61,36.3231114,127.3990076,990935.0704,1813976.912
7159,3650000-S201700019,2017-06-28,,사용중,태평아파트 107동,공공용시설,"대전광역시 중구 평촌로 111 (태평동, 태평아파트)",대전광역시 중구 태평동 317번지,34895,지하,6328,7670,2023-06-14 9:38,I,2023-07-28 1:14,36,19,24.63,127,24,0.83,36.3231114,127.3990076,990935.0704,1813976.912
7160,3650000-S201700020,2017-06-28,,사용중,태평아파트 109동,공공용시설,"대전광역시 중구 평촌로 111 (태평동, 태평아파트)",대전광역시 중구 태평동 317번지,34895,지하,5026.51,6092,2023-06-14 9:35,I,2023-07-28 1:14,36,19,26.45,127,24,0.97,36.3231114,127.3990076,990935.0704,1813976.912
7161,3650000-S201700021,2017-12-15,,사용중,센트럴파크1단지아파트,공공용시설,"대전광역시 중구 서문로 95, 102동 (문화동, 센트럴파크1단지아파트)",대전광역시 중구 문화동 284번지 168호,34961,지하,5699.54,6908,2023-06-14 9:37,I,2023-07-28 1:14,36,18,58,127,24,23.13,36.31670039,127.4070537,991656.5953,1813265.075
7162,3650000-S201700022,2017-12-26,,사용중,극동늘푸른아파트 103동,공공용시설,"대전광역시 중구 동서대로 1347 (용두동, 늘푸른아파트)",대전광역시 중구 용두동 99번지 4호,34825,지하,1098.31,1331,2023-09-26 13:35,U,2023-09-28 2:40,36,19,49.32,127,24,27.99,36.33010969,127.4084645,991784.6408,1814752.322
7163,3650000-S202200001,2022-07-04,,사용중,버드내 1단지아파트 143주차장 1층,공공용시설,"대전광역시 중구 태평로 15, 143동 (태평동, 버드내마을아파트)",대전광역시 중구 태평동 422-7 버드내마을아파트,34890,지하,7688,9318,2023-08-14 13:21,U,2023-08-21 2:40,36,19,5.9,127,23,30.35,36.31830481,127.3917648,990284.3667,1813444.464
7164,3650000-S202200002,2022-07-22,,사용중,파라곤 아파트 제2주차장 지하 1층~2층,공공용시설,"대전광역시 중구 유등천동로 428(태평동, 파라곤아파트)",대전광역시 중구 태평동 389-5 파라곤아파트,34889,지하,13042.8,15809,2023-08-14 13:22,U,2023-08-21 2:40,36,19,11.21,127,23,12.46,36.3197792,127.3867931,989838.2812,1813608.515
7165,3660000-S199000001,1990-11-15,,사용중,내동 코오롱아파트 2동 지하 1층,공공용시설,"대전광역시 서구 동서대로 967(내동, 코오롱아파트)",대전광역시 서구 내동 151 코오롱아파트,35285,지하,565.29,685,2024-01-23 11:06,U,2024-01-25 2:40,36,20,4.68,127,22,12.67,36.33463395,127.3701865,988349.8459,1815258.088
7166,3660000-S199000002,1990-11-15,,사용중,내동 코오롱아파트 3동 지하 1층,공공용시설,대전광역시 서구 동서대로 967 (코오롱아파트),대전광역시 서구 내동 151번지,35285,지하,565.29,685,2024-01-23 11:09,U,2024-01-25 2:40,36,20,4.68,127,22,12.67,36.33463395,127.3701865,988349.8459,1815258.088
7167,3660000-S199000003,1990-11-15,,사용중,내동 코오롱아파트 5동 지하 1층,공공용시설,"대전광역시 서구 동서대로 967 (내동, 코오롱아파트)",대전광역시 서구 내동 151번지,35285,지하,651.24,789,2024-01-23 11:11,U,2024-01-25 2:40,36,20,4.68,127,22,12.67,36.33463395,127.3701865,988349.8459,1815258.088
7168,3660000-S199000004,1990-11-15,,사용중,내동 코오롱아파트 6동 지하 1층,공공용시설,대전광역시 서구 동서대로 967 (코오롱아파트),대전광역시 서구 내동 151번지,35285,지하,720.66,873,2024-01-23 11:59,U,2024-01-25 2:40,36,20,4.68,127,22,12.67,36.33463395,127.3701865,988349.8459,1815258.088
7169,3660000-S199000005,1990-11-15,,사용중,내동 코오롱아파트 7동 지하 1층,공공용시설,대전광역시 서구 동서대로 967 (코오롱아파트),대전광역시 서구 내동 151번지,35285,지하,575.21,697,2024-01-23 11:57,U,2024-01-25 2:40,36,20,4.68,127,22,12.67,36.33463395,127.3701865,988349.8459,1815258.088
7170,3660000-S199000006,1990-11-15,,사용중,내동 코오롱아파트 8동 지하 1층,공공용시설,대전광역시 서구 동서대로 967 (코오롱아파트),대전광역시 서구 내동 151번지,35285,지하,677.69,821,2024-01-23 12:00,U,2024-01-25 2:40,36,20,4.68,127,22,12.67,36.33463395,127.3701865,988349.8459,1815258.088
7171,3660000-S199000007,1990-11-15,,사용중,내동 코오롱아파트 9동 지하 1층,공공용시설,대전광역시 서구 동서대로 967 (코오롱아파트),대전광역시 서구 내동 151번지,35285,지하,284.3,344,2024-01-23 12:05,U,2024-01-25 2:40,36,20,4.68,127,22,12.67,36.33463395,127.3701865,988349.8459,1815258.088
7172,3660000-S199100017,1991-12-01,,사용중,둔산3동 가람아파트5동지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산북로 215 (둔산동, 가람아파트)",대전광역시 서구 둔산동 1805번지,35244,지하,3088,3743,2023-06-09 13:32,I,2023-07-28 1:14,36,21,21.5,127,23,54.13,36.35597259,127.3983701,990881.6752,1817621.967
7173,3660000-S199100027,1991-12-01,,사용중,둔산3동 가람아파트15동 지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산북로 215 (둔산동, 가람아파트)",대전광역시 서구 둔산동 1805번지,35244,지하,3088,3743,2023-06-09 13:32,I,2023-07-28 1:14,36,21,21.5,127,23,54.13,36.35597259,127.3983701,990881.6752,1817621.967
7174,3660000-S199100033,1991-12-01,,사용중,둔산3동 국화아파트103동지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산로 201 (둔산동, 국화아파트)",대전광역시 서구 둔산동 1809번지,35245,지하,979,1186,2023-06-09 13:32,I,2023-07-28 1:14,36,21,5.19,127,23,46.07,36.35144269,127.39613,990680.1542,1817119.718
7175,3660000-S199100038,1992-01-02,,사용중,둔산3동국화아파트 202동 지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산로 201 (둔산동, 국화아파트)",대전광역시 서구 둔산동 1809번지,35245,지하,2363,2864,2023-06-09 13:33,I,2023-07-28 1:14,36,21,5.19,127,23,46.07,36.35144269,127.39613,990680.1542,1817119.718
7176,3660000-S199100047,1992-01-02,,사용중,둔산3동 국화아파트304동지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산로 201 (둔산동, 국화아파트)",대전광역시 서구 둔산동 1809번지,35245,지하,1673,2027,2023-06-09 13:34,I,2023-07-28 1:14,36,21,5.19,127,23,46.07,36.35144269,127.39613,990680.1542,1817119.718
7177,3660000-S199100052,1992-01-02,,사용중,둔산3동 국화아파트 503동지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산로 201 (둔산동, 국화아파트)",대전광역시 서구 둔산동 1809번지,35245,지하,1431,1734,2023-06-09 13:34,I,2023-07-28 1:14,36,21,5.19,127,23,46.07,36.35144269,127.39613,990680.1542,1817119.718
7178,3660000-S199100058,1992-01-02,,사용중,둔산3동 국화아파트 602동 지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산로 201 (둔산동, 국화아파트)",대전광역시 서구 둔산동 1809번지,35245,지하,1857,2250,2023-06-09 13:36,I,2023-07-28 1:14,36,21,5.19,127,23,46.07,36.35144269,127.39613,990680.1542,1817119.718
7179,3660000-S199100062,1991-12-01,,사용중,둔산3동 청솔아파트 1동 지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산로 223 (둔산동, 청솔아파트)",대전광역시 서구 둔산동 1811번지,35246,지하,1700,2060,2023-06-09 13:36,I,2023-07-28 1:14,36,21,5.15,127,23,55.23,36.35143148,127.3986755,990908.5513,1817118.233
7180,3660000-S199100065,1991-12-01,,사용중,둔산3동 청솔아파트 6동 지하주차장(지하1층),공공용시설,"대전광역시 서구 둔산로 223 (둔산동, 청솔아파트)",대전광역시 서구 둔산동 1811번지,35246,지하,1700,2060,2023-06-09 13:36,I,2023-07-28 1:14,36,21,5.15,127,23,55.23,36.35143148,127.3986755,990908.5513,1817118.233
